business_age_years,daily_upi_sales,utility_bill_score,supplier_repay_score,loan_to_revenue_ratio,biz_type_encoded,city_tier,purpose_encoded,monthly_upi,has_digital_payment,tenure_score,repaid_on_time
3.9,8790,2,3,1.471,2,2,3,228540,0,0.26,0
1.2,5404,3,3,2.338,3,2,0,140504,1,0.08,1
9.4,2200,3,1,0.909,2,3,0,57200,1,0.627,1
2.8,6828,1,3,2.27,11,1,1,177528,1,0.187,0
7.5,7423,4,1,0.781,0,1,1,192998,1,0.5,0
6.2,8715,4,2,1.912,6,2,5,226590,0,0.413,1
3.0,8574,4,4,0.237,11,1,5,222924,1,0.2,1
6.0,5337,3,3,1.867,3,2,3,138762,0,0.4,1
21.3,12378,4,4,0.662,0,2,0,321828,1,1.0,1
1.8,5042,4,4,0.681,1,1,1,131092,1,0.12,1
3.2,8184,4,4,2.036,10,1,4,212784,1,0.213,1
1.3,5323,4,3,0.432,11,2,3,138398,0,0.087,0
7.9,1941,2,3,1.511,6,1,1,50466,0,0.527,0
0.9,3002,4,4,1.899,0,1,5,78052,1,0.06,0
2.3,6488,2,3,2.189,7,1,3,168688,0,0.153,1
1.3,3929,1,4,1.23,9,1,5,102154,1,0.087,0
16.2,9595,3,4,1.737,0,2,3,249470,0,1.0,1
11.0,8331,4,4,1.46,3,2,0,216606,1,0.733,1
15.9,5862,1,3,1.723,10,2,4,152412,1,1.0,1
2.1,3274,4,1,0.367,5,1,0,85124,1,0.14,1
2.6,9164,3,4,1.109,1,1,5,238264,1,0.173,0
6.7,4164,1,4,2.442,5,1,0,108264,1,0.447,1
6.9,5942,3,3,2.631,7,2,3,154492,1,0.46,1
24.8,6659,1,3,2.503,6,2,0,173134,1,1.0,0
20.2,5353,4,4,0.94,5,1,4,139178,0,1.0,1
2.4,7225,4,4,1.864,5,1,4,187850,1,0.16,1
2.4,3660,2,3,0.638,9,2,4,95160,0,0.16,1
9.3,5695,3,1,0.749,4,2,0,148070,0,0.62,1
8.5,31015,2,4,0.537,6,1,1,806390,1,0.567,1
1.2,13776,4,2,1.21,10,2,1,358176,0,0.08,1
3.0,12791,4,2,1.303,6,1,3,332566,0,0.2,0
0.6,10111,4,2,1.517,2,1,5,262886,1,0.04,1
24.7,2593,4,4,2.687,2,2,3,67418,1,1.0,0
3.9,3091,2,2,1.143,7,3,5,80366,0,0.26,1
11.0,6622,4,4,2.517,11,1,5,172172,0,0.733,1
7.8,3779,3,3,2.188,0,2,3,98254,0,0.52,1
12.9,5092,4,3,2.311,2,3,1,132392,1,0.86,1
3.7,2668,4,3,3.211,9,2,5,69368,1,0.247,0
10.6,11480,4,4,1.452,4,1,4,298480,1,0.707,1
3.8,5052,3,4,2.098,5,1,4,131352,1,0.253,0
1.2,9253,4,4,1.801,0,3,3,240578,0,0.08,1
21.0,5269,4,2,3.163,2,2,3,136994,0,1.0,0
9.6,3152,2,4,0.391,4,3,1,81952,1,0.64,1
5.5,3424,2,3,1.402,1,2,3,89024,0,0.367,1
10.3,5800,3,3,0.397,8,1,5,150800,1,0.687,1
9.7,12385,3,4,1.346,9,2,3,322010,1,0.647,1
3.3,8889,2,4,0.904,1,2,5,231114,1,0.22,1
1.8,8763,3,1,0.449,1,1,1,227838,1,0.12,1
6.1,9283,3,3,0.808,6,1,0,241358,1,0.407,1
6.6,15739,2,2,1.059,9,2,0,409214,1,0.44,1
7.7,1489,4,3,2.216,11,1,5,38714,1,0.513,1
4.2,6247,4,3,2.113,3,2,4,162422,1,0.28,1
27.2,6174,4,2,1.857,10,2,0,160524,1,1.0,1
2.8,5234,3,4,3.152,6,1,0,136084,1,0.187,1
3.4,5151,1,4,2.116,8,1,2,133926,1,0.227,1
2.9,3976,2,4,0.964,10,3,4,103376,1,0.193,1
1.4,3303,4,4,1.685,1,2,3,85878,1,0.093,1
4.9,2926,3,3,0.877,4,1,5,76076,0,0.327,1
0.7,15492,3,3,1.076,9,2,2,402792,1,0.047,1
3.6,9645,4,4,0.584,7,3,5,250770,0,0.24,0
2.6,13194,2,3,1.233,3,2,0,343044,1,0.173,1
2.2,6761,1,4,1.597,10,2,0,175786,0,0.147,1
8.0,5593,3,4,1.192,10,2,3,145418,1,0.533,0
23.2,3948,3,2,1.258,11,2,0,102648,1,1.0,1
10.7,4984,3,1,3.15,5,2,2,129584,1,0.713,1
1.9,6857,3,4,2.29,7,2,0,178282,1,0.127,0
9.9,1940,3,4,1.34,9,2,1,50440,0,0.66,0
3.6,8014,4,3,2.08,6,1,4,208364,0,0.24,1
1.4,3981,4,4,1.348,10,1,1,103506,1,0.093,1
2.5,16831,3,2,0.99,3,1,1,437606,0,0.167,0
2.3,6987,2,4,0.997,10,3,4,181662,1,0.153,1
1.7,3481,4,4,2.94,8,1,2,90506,0,0.113,1
4.8,5470,4,4,2.797,5,2,3,142220,1,0.32,1
4.8,5914,2,3,1.877,7,2,2,153764,0,0.32,1
10.9,9876,3,2,1.688,1,1,5,256776,0,0.727,0
18.1,3335,4,4,2.939,4,2,2,86710,1,1.0,1
16.4,3378,3,3,0.375,8,2,0,87828,0,1.0,1
5.7,7381,3,3,2.258,4,2,1,191906,1,0.38,1
8.0,8907,4,3,0.707,6,1,5,231582,1,0.533,1
1.9,5689,4,3,2.016,6,2,2,147914,1,0.127,0
7.2,9730,3,4,1.329,0,2,4,252980,0,0.48,1
2.0,11399,1,4,1.462,6,1,2,296374,0,0.133,0
8.8,4493,3,3,1.491,8,2,0,116818,0,0.587,1
5.6,11847,2,4,1.21,5,1,4,308022,0,0.373,1
4.7,3764,1,2,2.152,0,2,4,97864,1,0.313,1
6.6,4624,4,4,3.302,2,2,5,120224,1,0.44,1
8.9,1945,4,4,2.742,9,3,2,50570,1,0.593,0
1.4,5900,3,3,1.034,6,2,0,153400,1,0.093,1
2.0,9994,3,3,0.724,8,1,2,259844,1,0.133,1
1.0,19540,4,3,0.853,5,2,0,508040,0,0.067,0
4.7,7502,1,3,1.648,10,2,3,195052,0,0.313,1
6.8,5976,1,4,0.39,11,1,5,155376,1,0.453,0
5.2,5250,3,3,0.673,6,2,5,136500,1,0.347,1
2.7,4598,1,3,2.095,4,2,3,119548,0,0.18,1
13.6,11865,3,2,1.405,4,1,0,308490,1,0.907,1
1.4,2713,2,1,1.892,9,2,2,70538,0,0.093,1
5.4,5066,3,3,0.572,8,2,3,131716,1,0.36,1
24.2,2937,4,4,3.178,9,2,3,76362,0,1.0,0
9.4,4808,4,4,0.298,7,1,1,125008,1,0.627,1
6.9,5839,4,3,2.854,8,2,3,151814,1,0.46,1
16.0,7005,3,2,1.832,8,2,1,182130,1,1.0,1
0.7,2923,2,3,0.958,0,2,0,75998,0,0.047,1
3.0,4881,3,2,0.772,6,2,3,126906,0,0.2,0
3.0,7779,4,4,0.994,11,1,3,202254,1,0.2,0
1.9,7853,3,2,0.374,3,2,0,204178,1,0.127,1
9.0,13809,2,3,1.207,3,2,4,359034,1,0.6,0
8.1,5954,4,2,2.799,3,2,1,154804,0,0.54,1
8.4,3551,3,3,2.037,11,3,4,92326,1,0.56,1
16.9,6366,3,2,2.618,3,2,3,165516,1,1.0,0
29.7,6991,4,4,0.777,2,2,0,181766,1,1.0,1
9.6,3441,4,3,1.492,11,2,2,89466,1,0.64,1
19.0,5934,4,2,1.281,5,2,1,154284,1,1.0,0
0.7,6009,2,3,1.664,5,2,1,156234,1,0.047,1
7.5,3779,3,3,2.77,5,2,4,98254,1,0.5,0
2.2,2883,3,2,2.486,2,1,1,74958,1,0.147,0
5.8,14342,3,2,1.162,5,1,4,372892,1,0.387,1
8.8,3137,3,4,2.773,9,2,1,81562,1,0.587,1
1.4,6365,3,4,1.482,2,1,2,165490,0,0.093,0
16.2,4196,1,4,0.659,10,1,1,109096,0,1.0,0
9.4,4507,3,2,1.879,7,2,5,117182,1,0.627,1
6.8,6567,4,4,1.528,4,2,5,170742,1,0.453,1
5.7,11454,1,3,0.32,6,1,2,297804,0,0.38,1
6.1,5134,3,4,2.993,0,2,3,133484,1,0.407,1
10.6,7055,4,2,2.362,3,1,1,183430,1,0.707,1
2.7,2751,1,4,3.247,5,1,2,71526,0,0.18,0
5.5,6277,3,3,2.262,8,2,4,163202,0,0.367,0
1.4,4774,3,2,3.296,0,3,0,124124,0,0.093,0
5.7,6031,1,4,1.99,0,3,2,156806,0,0.38,1
9.7,4108,3,3,2.629,3,3,4,106808,1,0.647,1
4.2,2174,3,2,2.131,4,2,0,56524,1,0.28,1
9.8,4379,3,2,0.518,5,1,5,113854,1,0.653,1
21.7,5179,4,3,3.109,1,1,2,134654,1,1.0,1
3.9,9539,3,3,1.181,2,2,4,248014,1,0.26,1
1.1,2507,4,2,0.412,4,3,2,65182,1,0.073,1
9.3,8560,4,4,0.958,9,1,2,222560,0,0.62,1
1.8,3282,2,2,2.956,9,2,1,85332,1,0.12,1
17.6,11928,4,4,0.511,4,2,5,310128,0,1.0,1
2.6,4335,2,4,2.93,11,3,2,112710,0,0.173,1
1.6,8493,3,3,1.962,2,3,5,220818,0,0.107,0
18.9,4510,4,3,1.353,7,1,0,117260,1,1.0,1
4.1,4224,2,4,1.728,2,1,4,109824,0,0.273,1
14.5,3632,4,3,3.203,1,1,2,94432,1,0.967,1
3.0,4422,2,2,1.379,11,2,4,114972,0,0.2,1
2.9,4745,3,3,1.749,8,2,1,123370,1,0.193,1
11.3,4997,2,2,1.975,11,2,1,129922,0,0.753,0
1.2,4546,4,4,2.016,2,3,1,118196,0,0.08,1
7.7,2773,3,2,3.426,3,3,0,72098,0,0.513,0
2.5,2559,4,3,2.514,2,3,0,66534,1,0.167,0
8.4,11855,4,1,1.406,7,1,2,308230,1,0.56,1
1.4,4442,3,4,2.927,10,2,4,115492,1,0.093,1
2.6,7355,2,4,0.671,0,1,4,191230,0,0.173,1
2.7,8369,3,4,1.318,2,2,2,217594,0,0.18,0
1.7,7848,2,3,0.701,2,1,2,204048,0,0.113,1
5.6,22167,1,4,0.292,7,1,5,576342,1,0.373,1
1.9,2556,3,3,3.299,10,2,0,66456,0,0.127,1
12.3,1485,4,4,2.492,7,3,2,38610,1,0.82,1
2.8,13827,4,3,1.205,1,2,0,359502,0,0.187,1
4.4,13203,4,3,1.262,10,1,4,343278,1,0.293,1
7.8,6050,2,2,0.612,7,1,0,157300,1,0.52,1
1.9,7142,4,4,2.334,5,1,2,185692,1,0.127,0
6.9,9355,4,4,0.602,1,1,2,243230,0,0.46,0
9.5,6979,1,3,2.388,5,1,1,181454,0,0.633,1
5.0,5191,1,1,2.716,10,2,2,134966,0,0.333,0
1.5,5107,4,2,0.379,7,2,2,132782,1,0.1,1
3.2,5916,3,3,0.67,3,1,1,153816,1,0.213,1
0.7,3697,3,3,1.001,1,2,1,96122,1,0.047,1
3.3,2871,3,3,0.581,0,3,4,74646,1,0.22,1
2.9,4768,3,2,1.028,6,2,2,123968,1,0.193,1
8.4,7929,3,4,1.337,10,2,5,206154,1,0.56,1
5.7,8429,4,3,1.76,1,2,1,219154,0,0.38,0
4.3,2752,3,3,2.713,2,2,1,71552,1,0.287,0
3.9,2732,1,2,1.83,0,3,1,71032,0,0.26,0
3.1,2490,4,3,0.335,4,2,4,64740,0,0.207,1
1.9,5991,4,4,2.331,9,2,1,155766,1,0.127,1
17.6,8267,1,2,2.016,10,2,4,214942,1,1.0,1
1.4,7136,4,4,2.336,8,2,0,185536,0,0.093,0
1.9,46315,4,3,0.294,7,1,1,1204190,1,0.127,0
5.6,7166,4,4,2.326,7,2,0,186316,0,0.373,1
3.4,14437,4,3,1.154,2,2,1,375362,1,0.227,0
3.7,3692,2,4,3.322,11,2,3,95992,0,0.247,0
10.5,11533,2,2,1.445,2,1,4,299858,0,0.7,1
11.4,2321,2,3,2.255,6,3,5,60346,0,0.76,0
5.7,9879,4,4,0.402,7,1,5,256854,0,0.38,1
2.7,12609,3,3,1.322,8,2,2,327834,1,0.18,0
3.7,4579,3,3,1.303,5,1,1,119054,0,0.247,1
0.8,6574,4,2,2.535,2,2,5,170924,1,0.053,1
3.1,7244,4,3,1.555,5,3,4,188344,1,0.207,1
2.6,7594,1,4,2.195,10,2,4,197444,0,0.173,0
0.5,8303,1,3,0.369,9,1,2,215878,1,0.033,0
6.1,6504,1,4,2.563,6,2,0,169104,0,0.407,1
0.6,3320,3,3,3.133,2,2,0,86320,0,0.04,1
2.8,3260,3,2,0.9,3,2,2,84760,0,0.187,0
14.9,4709,3,3,1.925,9,2,2,122434,0,0.993,1
4.9,4791,2,3,0.737,8,1,3,124566,1,0.327,0
5.5,4707,3,3,3.335,1,1,3,122382,0,0.367,0
2.0,9803,4,2,1.7,3,1,4,254878,1,0.133,1
11.7,6064,1,4,1.918,0,3,0,157664,0,0.78,1
0.8,7208,1,4,1.762,6,1,5,187408,1,0.053,1
9.3,6719,4,3,0.327,11,2,0,174694,1,0.62,0
8.0,6037,4,4,0.889,11,1,0,156962,1,0.533,1
11.8,6553,4,4,0.346,10,2,2,170378,0,0.787,1
7.7,3867,3,4,3.077,1,2,2,100542,1,0.513,0
10.2,6748,1,4,1.956,1,1,5,175448,1,0.68,1
3.2,8703,4,4,1.808,8,1,5,226278,1,0.213,1
2.3,20688,4,2,0.806,0,1,1,537888,1,0.153,1
9.8,3305,1,4,1.13,6,1,5,85930,1,0.653,1
12.9,8561,4,1,1.947,10,1,2,222586,0,0.86,1
6.9,4283,4,2,1.315,9,2,4,111358,1,0.46,0
6.9,6484,3,4,2.57,3,1,4,168584,0,0.46,1
4.1,12039,4,4,1.384,1,1,2,313014,1,0.273,1
10.3,16968,4,2,0.982,4,1,3,441168,1,0.687,1
1.8,5368,2,2,1.608,11,2,1,139568,1,0.12,1
5.4,6286,1,4,2.651,2,1,4,163436,1,0.36,1
5.8,9120,4,3,1.827,3,1,3,237120,0,0.387,1
5.0,7198,4,3,2.098,10,1,2,187148,1,0.333,1
1.8,2769,4,1,1.192,6,1,5,71994,1,0.12,0
1.6,10041,1,4,1.66,3,2,3,261066,1,0.107,0
1.6,9818,4,4,1.698,8,2,4,255268,1,0.107,1
2.5,3153,4,4,3.298,6,2,2,81978,1,0.167,0
11.1,4251,1,4,1.929,3,2,5,110526,1,0.74,1
8.6,7685,3,4,2.169,10,1,1,199810,0,0.573,0
19.0,7521,2,3,1.884,9,2,0,195546,1,1.0,1
1.6,9978,1,2,0.558,2,2,1,259428,1,0.107,1
9.5,13480,4,4,1.236,10,1,1,350480,0,0.633,1
1.3,3084,4,4,3.437,4,1,1,80184,1,0.087,1
1.6,10942,4,3,1.523,8,2,4,284492,0,0.107,1
4.2,6344,1,4,1.66,4,2,4,164944,1,0.28,0
9.8,4486,4,4,1.627,6,2,5,116636,1,0.653,1
1.1,14611,1,3,1.141,7,2,4,379886,1,0.073,1
7.9,5490,4,4,2.605,0,1,1,142740,1,0.527,0
5.9,5872,4,3,1.777,7,3,2,152672,1,0.393,1
5.1,7413,3,3,2.248,1,2,4,192738,0,0.34,1
6.2,11419,4,3,0.616,3,3,3,296894,1,0.413,1
1.0,7129,4,4,2.286,8,2,5,185354,1,0.067,1
1.7,10455,4,4,1.594,1,2,0,271830,1,0.113,1
11.7,17931,4,3,0.331,2,1,0,466206,1,0.78,1
2.9,3604,4,3,0.62,0,2,1,93704,1,0.193,1
0.7,5623,3,4,1.369,7,1,4,146198,1,0.047,1
6.3,13884,3,3,1.2,4,1,4,360984,0,0.42,1
2.9,3986,4,2,2.158,2,2,4,103636,1,0.193,1
2.1,3610,4,4,3.269,6,1,4,93860,1,0.14,0
5.0,11861,3,4,0.554,6,1,5,308386,1,0.333,1
2.1,3548,4,2,0.62,10,2,0,92248,1,0.14,1
6.1,3666,4,3,2.964,0,2,3,95316,1,0.407,1
9.0,9617,1,3,1.733,4,3,1,250042,0,0.6,1
15.3,6456,4,1,1.709,3,2,4,167856,1,1.0,0
6.0,9624,3,2,1.732,3,1,1,250224,1,0.4,0
0.8,9395,4,2,1.774,10,3,1,244270,1,0.053,1
3.7,5639,4,3,1.472,8,3,2,146614,1,0.247,0
6.8,11049,3,3,1.508,9,1,2,287274,1,0.453,0
10.6,8416,2,2,1.553,8,1,0,218816,0,0.707,0
3.3,4630,3,3,0.806,11,2,0,120380,0,0.22,1
2.0,5415,4,3,2.998,4,2,1,140790,1,0.133,1
14.9,5946,2,3,1.368,8,2,4,154596,1,0.993,0
2.8,3096,4,4,2.164,1,3,0,80496,1,0.187,0
1.5,5475,3,3,3.044,4,2,1,142350,1,0.1,0
10.0,8618,1,1,1.934,11,3,0,224068,1,0.667,0
2.9,2729,3,3,1.368,2,3,4,70954,0,0.193,1
8.5,8991,3,4,1.854,2,2,2,233766,1,0.567,1
17.4,6679,2,1,0.714,11,2,0,173654,1,1.0,1
0.5,1449,4,3,0.322,10,2,1,37674,1,0.033,1
26.9,9054,4,3,0.269,3,1,5,235404,1,1.0,1
0.7,6157,4,4,0.282,6,1,1,160082,1,0.047,1
11.3,7406,2,2,2.214,0,1,0,192556,0,0.753,1
4.9,4855,1,3,2.149,7,2,1,126230,0,0.327,0
1.3,5220,4,4,0.607,9,1,0,135720,1,0.087,1
0.7,13364,4,4,0.816,8,1,1,347464,1,0.047,1
0.7,9319,3,1,1.788,11,2,1,242294,1,0.047,0
7.3,9021,3,3,1.345,0,2,1,234546,1,0.487,1
1.6,5097,1,4,0.569,1,2,1,132522,1,0.107,1
12.2,6668,4,4,1.48,5,2,5,173368,1,0.813,1
2.0,2600,2,4,2.808,1,2,5,67600,0,0.133,1
3.2,11060,4,3,0.913,1,2,3,287560,1,0.213,1
10.8,3955,2,3,2.301,8,3,2,102830,1,0.72,0
6.0,4671,1,4,0.735,2,2,2,121446,0,0.4,1
3.9,5125,4,2,0.605,4,2,2,133250,1,0.26,0
7.1,12242,4,3,0.814,0,1,4,318292,0,0.473,0
4.1,5298,3,2,3.146,6,1,2,137748,1,0.273,1
3.2,4759,3,3,1.282,1,1,5,123734,0,0.213,1
4.2,6749,4,2,2.47,4,1,5,175474,0,0.28,1
4.1,1660,4,3,1.004,5,2,4,43160,1,0.273,1
11.0,802,4,4,2.868,9,2,2,20852,1,0.733,1
2.5,2840,3,3,2.746,9,3,2,73840,1,0.167,0
7.0,1908,3,2,0.437,3,3,3,49608,0,0.467,0
8.7,10225,4,4,1.63,11,1,2,265850,0,0.58,1
6.2,6509,1,2,2.345,0,2,0,169234,0,0.413,1
5.3,9777,4,4,0.28,10,1,3,254202,1,0.353,1
1.8,7201,4,3,2.25,1,2,2,187226,0,0.12,0
0.9,10603,2,3,0.666,9,1,1,275678,0,0.06,0
1.0,3441,2,3,0.814,2,2,1,89466,0,0.067,0
3.3,4961,3,4,3.158,10,2,5,128986,1,0.22,0
6.1,5539,3,3,3.009,4,2,5,144014,1,0.407,1
4.9,4271,3,3,3.434,8,1,4,111046,1,0.327,0
9.2,9120,4,3,1.096,1,2,1,237120,0,0.613,1
4.1,5060,4,4,1.726,6,1,5,131560,1,0.273,1
5.1,7096,4,4,1.649,5,2,0,184496,1,0.34,1
4.1,7885,4,2,0.592,9,1,3,205010,1,0.273,1
9.3,3415,3,3,1.894,11,3,0,88790,0,0.62,1
4.1,5223,3,2,2.885,6,2,3,135798,1,0.273,0
2.3,12169,4,3,0.627,0,2,1,316394,1,0.153,1
4.1,4232,4,3,0.74,8,3,4,110032,1,0.273,1
3.9,5369,2,2,1.925,1,3,3,139594,0,0.26,1
8.0,6710,2,4,2.484,2,1,0,174460,1,0.533,0
0.5,3831,4,2,1.349,9,2,4,99606,1,0.033,1
12.0,16401,3,1,1.016,11,1,1,426426,0,0.8,0
10.1,2062,3,2,3.411,9,1,1,53612,1,0.673,1
3.7,18347,2,3,0.908,7,2,1,477022,0,0.247,0
5.8,11127,4,3,0.449,9,1,5,289302,0,0.387,0
1.1,6715,4,4,0.774,6,3,3,174590,1,0.073,1
27.0,2058,3,4,1.992,2,2,1,53508,1,1.0,1
2.8,10890,2,4,0.86,9,1,1,283140,1,0.187,1
0.9,4631,1,3,0.345,7,2,0,120406,0,0.06,1
5.8,4853,2,4,0.721,3,2,3,126178,0,0.387,1
1.1,16893,1,4,0.987,3,1,0,439218,1,0.073,0
6.9,1385,4,4,1.227,7,2,5,36010,0,0.46,0
2.4,19756,3,3,0.844,3,1,1,513656,1,0.16,1
1.9,3220,4,3,2.029,9,1,5,83720,1,0.127,1
2.1,6101,1,4,0.825,10,3,4,158626,1,0.14,0
8.1,11791,4,4,1.414,2,1,3,306566,0,0.54,1
2.1,3185,4,4,1.455,3,2,5,82810,1,0.14,0
4.5,4353,4,3,3.308,11,2,3,113178,1,0.3,0
6.4,3778,1,3,2.938,8,2,3,98228,0,0.427,1
14.5,6780,2,4,2.458,8,1,4,176280,1,0.967,1
1.8,6018,3,4,2.769,11,2,0,156468,0,0.12,0
1.9,6199,4,4,2.689,8,3,1,161174,1,0.127,1
9.1,4571,3,4,0.824,1,2,3,118846,1,0.607,1
4.4,18616,3,4,0.387,9,1,2,484016,1,0.293,1
4.9,8586,3,4,1.941,3,2,5,223236,1,0.327,1
1.2,9270,4,3,1.798,9,2,1,241020,1,0.08,1
11.5,3196,4,3,1.721,5,2,0,83096,1,0.767,0
4.5,6857,4,4,2.188,7,1,4,178282,1,0.3,0
5.9,5182,2,4,1.865,5,2,0,134732,1,0.393,1
1.8,3396,4,1,2.483,4,2,1,88296,1,0.12,1
0.5,3210,2,3,0.384,0,2,5,83460,0,0.033,1
5.6,4159,4,2,2.965,3,2,4,108134,1,0.373,1
11.6,4095,3,3,0.366,5,1,3,106470,0,0.773,0
11.1,4923,2,3,2.681,4,2,1,127998,1,0.74,0
2.1,10521,4,4,1.347,2,2,4,273546,1,0.14,1
4.4,5021,3,2,2.164,9,2,2,130546,1,0.293,1
2.3,7363,4,4,0.349,2,1,3,191438,1,0.153,1
6.0,6610,4,4,0.353,9,2,2,171860,1,0.4,1
2.2,10774,4,4,1.547,0,2,0,280124,1,0.147,1
3.7,4246,2,4,3.179,1,2,0,110396,1,0.247,1
12.7,3604,4,4,1.147,6,2,3,93704,1,0.847,1
6.1,6003,2,4,2.099,2,2,4,156078,1,0.407,1
4.3,5966,3,4,0.335,3,2,0,155116,1,0.287,1
5.0,3348,1,3,1.533,4,2,1,87048,0,0.333,1
1.0,7588,4,4,2.196,0,2,3,197288,1,0.067,0
1.4,3375,4,4,2.667,11,3,4,87750,1,0.093,0
10.4,4528,4,4,3.085,4,2,4,117728,1,0.693,1
8.1,8293,2,4,2.01,5,2,4,215618,0,0.54,0
15.7,5477,4,3,1.278,2,2,3,142402,1,1.0,1
7.7,4475,3,4,0.931,7,1,0,116350,1,0.513,0
10.4,4938,4,4,0.999,5,2,4,128388,1,0.693,1
2.6,6494,3,4,0.359,1,2,3,168844,1,0.173,1
16.0,2956,2,4,2.954,7,1,5,76856,1,1.0,1
8.6,9284,4,2,0.801,3,2,1,241384,0,0.573,1
2.8,7575,3,4,2.2,11,2,4,196950,1,0.187,0
27.2,3368,4,2,0.277,3,3,2,87568,0,1.0,1
3.9,6556,3,4,0.854,4,1,2,170456,1,0.26,0
3.0,5522,3,4,1.745,10,2,3,143572,1,0.2,0
2.0,13900,3,3,1.199,2,1,1,361400,0,0.133,1
2.6,6264,3,4,2.256,8,2,0,162864,1,0.173,1
8.1,4376,2,3,1.325,3,3,0,113776,0,0.54,0
4.7,7211,3,4,1.442,6,2,1,187486,1,0.313,1
7.0,4134,4,3,1.548,10,2,5,107484,1,0.467,1
1.9,9661,3,4,1.725,10,2,3,251186,0,0.127,1
3.2,2272,4,3,1.232,5,2,1,59072,0,0.213,1
2.1,3735,3,3,1.785,7,1,1,97110,1,0.14,1
22.8,8978,3,1,0.984,8,1,5,233428,1,1.0,0
0.9,1690,4,3,0.868,9,3,4,43940,1,0.06,1
9.7,5232,4,3,0.319,11,2,2,136032,1,0.647,1
5.5,6033,3,4,0.254,10,3,4,156858,0,0.367,1
16.8,2995,2,3,2.96,2,2,1,77870,0,1.0,0
4.2,6168,4,4,1.389,6,1,3,160368,1,0.28,1
10.6,7804,3,1,0.735,7,1,2,202904,1,0.707,1
19.3,6796,2,3,1.422,9,3,4,176696,0,1.0,1
14.4,4735,4,2,0.528,7,2,2,123110,1,0.96,1
4.4,4257,3,4,1.308,10,3,5,110682,1,0.293,1
19.8,5932,4,4,2.647,8,1,0,154232,1,1.0,1
1.9,12372,4,4,1.347,3,3,4,321672,1,0.127,1
3.9,3523,3,4,1.59,9,1,0,91598,1,0.26,1
6.0,6419,3,2,0.649,4,1,0,166894,0,0.4,0
3.5,11064,2,3,1.082,3,1,0,287664,0,0.233,1
6.2,4738,4,3,2.329,11,2,3,123188,1,0.413,0
1.8,8017,3,3,0.391,10,1,1,208442,0,0.12,0
4.7,3146,1,3,0.943,2,1,1,81796,1,0.313,0
2.8,4379,1,4,2.52,9,1,3,113854,1,0.187,0
21.4,2149,3,4,1.179,6,3,0,55874,1,1.0,1
1.0,8427,4,4,1.978,2,2,1,219102,1,0.067,1
2.2,5772,4,4,2.304,5,2,2,150072,1,0.147,1
2.1,4974,3,3,2.191,5,2,3,129324,1,0.14,0
19.9,4159,4,3,3.254,4,2,0,108134,1,1.0,0
1.0,10247,3,1,1.028,0,2,5,266422,1,0.067,1
0.8,8031,4,4,2.075,0,2,0,208806,0,0.053,1
3.0,12877,4,2,0.36,4,1,5,334802,0,0.2,1
7.7,8341,4,2,0.276,4,1,2,216866,1,0.513,1
3.8,11345,4,4,0.884,10,1,0,294970,1,0.253,1
7.7,4763,4,3,3.436,2,2,2,123838,1,0.513,1
16.1,5761,4,3,2.772,10,2,5,149786,1,1.0,1
1.3,10046,4,4,1.075,11,3,0,261196,0,0.087,1
2.0,7101,3,3,1.943,8,1,1,184626,1,0.133,1
3.0,7811,1,3,2.134,6,1,0,203086,0,0.2,1
8.6,5531,4,4,1.555,5,1,1,143806,1,0.573,1
8.8,7873,3,4,2.117,4,2,4,204698,1,0.587,1
10.1,5118,1,2,0.306,9,1,2,133068,1,0.673,0
13.4,3733,4,4,2.661,10,1,3,97058,1,0.893,0
5.5,3797,4,3,3.345,1,1,3,98722,0,0.367,1
12.1,11854,2,4,1.406,6,3,0,308204,0,0.807,1
12.6,2680,3,3,1.281,11,3,1,69680,1,0.84,0
2.9,3509,4,4,1.026,9,1,0,91234,1,0.193,1
5.3,11553,4,1,1.443,7,2,2,300378,0,0.353,1
3.6,11033,3,4,1.511,0,2,1,286858,1,0.24,1
6.3,8233,4,4,1.781,6,1,2,214058,0,0.42,1
13.1,6181,4,4,0.34,3,2,3,160706,1,0.873,0
17.5,4016,2,3,3.013,2,2,3,104416,1,1.0,0
4.6,4751,4,4,1.431,3,2,2,123526,1,0.307,1
2.0,5504,3,4,3.028,2,2,1,143104,1,0.133,1
3.3,6290,4,3,2.65,1,1,0,163540,1,0.22,1
3.2,4850,2,3,2.179,6,3,0,126100,1,0.213,1
12.2,6334,2,3,0.947,5,2,2,164684,0,0.813,1
2.8,4522,4,1,0.781,7,2,5,117572,1,0.187,1
8.9,9166,2,1,1.818,9,1,3,238316,1,0.593,1
7.1,4374,3,4,2.843,8,1,0,113724,1,0.473,1
13.8,1951,3,1,0.632,5,2,5,50726,0,0.92,1
0.7,2266,4,1,1.956,7,2,1,58916,0,0.047,0
1.9,5423,4,2,2.557,10,1,4,140998,1,0.127,0
1.9,5056,4,4,3.211,2,2,5,131456,1,0.127,0
9.6,2259,3,2,1.299,7,2,4,58734,0,0.64,1
5.2,9340,3,1,1.784,8,2,3,242840,0,0.347,1
1.1,2702,4,4,3.047,4,2,2,70252,1,0.073,1
12.9,3169,4,1,1.841,7,2,3,82394,1,0.86,1
1.1,21239,4,3,0.785,8,2,0,552214,0,0.073,0
1.7,12897,4,2,1.021,0,2,0,335322,1,0.113,1
